timestamp,open,high,low,close
2025-11-28 14:03:00+00:00,1.3228,1.32281,1.32265,1.32267
2025-11-28 14:04:00+00:00,1.32269,1.32272,1.32263,1.32268
2025-11-28 14:05:00+00:00,1.32268,1.32272,1.32263,1.3227
2025-11-28 14:06:00+00:00,1.3227,1.32272,1.32263,1.3227
2025-11-28 14:07:00+00:00,1.32271,1.32276,1.32265,1.32274
2025-11-28 14:08:00+00:00,1.32272,1.32297,1.32271,1.32288
2025-11-28 14:09:00+00:00,1.32288,1.32288,1.32266,1.3227
2025-11-28 14:10:00+00:00,1.3227,1.32277,1.32268,1.32272
2025-11-28 14:11:00+00:00,1.32272,1.3228,1.3227,1.32276
2025-11-28 14:12:00+00:00,1.32276,1.32278,1.3227,1.32272
2025-11-28 14:13:00+00:00,1.32272,1.32277,1.32271,1.32272
2025-11-28 14:14:00+00:00,1.32272,1.32279,1.32272,1.32279
2025-11-28 14:15:00+00:00,1.32279,1.32281,1.32272,1.32272
2025-11-28 14:16:00+00:00,1.32272,1.32275,1.32251,1.32254
2025-11-28 14:17:00+00:00,1.32254,1.3226,1.32252,1.32258
2025-11-28 14:18:00+00:00,1.32258,1.32259,1.32256,1.32257
2025-11-28 14:19:00+00:00,1.32257,1.32261,1.32254,1.32258
2025-11-28 14:20:00+00:00,1.32258,1.32272,1.32257,1.32269
2025-11-28 14:21:00+00:00,1.32269,1.32274,1.32266,1.32266
2025-11-28 14:22:00+00:00,1.32266,1.32271,1.32254,1.32254
2025-11-28 14:23:00+00:00,1.32254,1.32257,1.32217,1.32217
2025-11-28 14:24:00+00:00,1.32217,1.32231,1.32205,1.32208
2025-11-28 14:25:00+00:00,1.32207,1.32228,1.32206,1.32226
2025-11-28 14:26:00+00:00,1.32226,1.32257,1.32219,1.32219
2025-11-28 14:27:00+00:00,1.32219,1.32223,1.32178,1.32179
2025-11-28 14:28:00+00:00,1.32179,1.32189,1.32176,1.32182
2025-11-28 14:29:00+00:00,1.32182,1.32192,1.32158,1.3219
2025-11-28 14:30:00+00:00,1.3219,1.32199,1.32184,1.32186
