timestamp,open,high,low,close
2025-11-28 14:03:00+00:00,0.65356,0.65359,0.65354,0.65354
2025-11-28 14:04:00+00:00,0.65354,0.65356,0.6534,0.65341
2025-11-28 14:05:00+00:00,0.65341,0.65358,0.65337,0.65354
2025-11-28 14:06:00+00:00,0.65354,0.65354,0.6534,0.65343
2025-11-28 14:07:00+00:00,0.65343,0.65349,0.65341,0.65345
2025-11-28 14:08:00+00:00,0.65343,0.65353,0.65343,0.65349
2025-11-28 14:09:00+00:00,0.65349,0.65368,0.65348,0.65367
2025-11-28 14:10:00+00:00,0.65367,0.65382,0.65365,0.65366
2025-11-28 14:11:00+00:00,0.65366,0.65373,0.65365,0.65372
2025-11-28 14:12:00+00:00,0.65372,0.65378,0.65363,0.65366
2025-11-28 14:13:00+00:00,0.65366,0.6537,0.65366,0.65368
2025-11-28 14:14:00+00:00,0.65368,0.6538,0.65368,0.65377
2025-11-28 14:15:00+00:00,0.65377,0.65381,0.65361,0.65362
2025-11-28 14:16:00+00:00,0.65362,0.65367,0.65356,0.65356
2025-11-28 14:17:00+00:00,0.65356,0.6536,0.65356,0.65359
2025-11-28 14:18:00+00:00,0.65359,0.65366,0.65356,0.65363
2025-11-28 14:19:00+00:00,0.65363,0.65365,0.65361,0.65362
2025-11-28 14:20:00+00:00,0.65362,0.65372,0.65361,0.65366
2025-11-28 14:21:00+00:00,0.65366,0.65378,0.65366,0.65377
2025-11-28 14:22:00+00:00,0.65377,0.65383,0.65371,0.65371
2025-11-28 14:23:00+00:00,0.65371,0.65373,0.65362,0.65363
2025-11-28 14:24:00+00:00,0.65364,0.65368,0.65359,0.65359
2025-11-28 14:25:00+00:00,0.6536,0.6536,0.6535,0.6535
2025-11-28 14:26:00+00:00,0.6535,0.65354,0.65345,0.65345
2025-11-28 14:27:00+00:00,0.65345,0.65345,0.65334,0.65336
2025-11-28 14:28:00+00:00,0.65336,0.65336,0.6533,0.6533
2025-11-28 14:29:00+00:00,0.6533,0.6533,0.6532,0.65322
2025-11-28 14:30:00+00:00,0.65322,0.6533,0.65317,0.65317
2025-11-28 14:31:00+00:00,0.65317,0.6533,0.65317,0.65326
2025-11-28 14:32:00+00:00,0.65326,0.65345,0.65326,0.65344
2025-11-28 14:33:00+00:00,0.65344,0.65368,0.65342,0.65359
