timestamp,open,high,low,close
2025-11-28 14:03:00+00:00,1.32285,1.32285,1.32268,1.32271
2025-11-28 14:04:00+00:00,1.3227,1.32276,1.32264,1.3227
2025-11-28 14:05:00+00:00,1.3227,1.32276,1.32266,1.32273
2025-11-28 14:06:00+00:00,1.32273,1.32275,1.32266,1.32274
2025-11-28 14:07:00+00:00,1.32274,1.32277,1.32266,1.32275
2025-11-28 14:08:00+00:00,1.32273,1.32299,1.32273,1.32292
2025-11-28 14:09:00+00:00,1.32292,1.32293,1.32267,1.32271
2025-11-28 14:10:00+00:00,1.32271,1.32282,1.3227,1.32277
2025-11-28 14:11:00+00:00,1.32277,1.32283,1.32275,1.32278
2025-11-28 14:12:00+00:00,1.32278,1.32282,1.32273,1.32276
2025-11-28 14:13:00+00:00,1.32276,1.32279,1.32273,1.32276
2025-11-28 14:14:00+00:00,1.32276,1.32282,1.32274,1.32282
2025-11-28 14:15:00+00:00,1.32282,1.32282,1.32275,1.32275
2025-11-28 14:16:00+00:00,1.32275,1.32277,1.32254,1.32256
2025-11-28 14:17:00+00:00,1.32256,1.32261,1.32253,1.3226
2025-11-28 14:18:00+00:00,1.3226,1.32262,1.3226,1.32261
2025-11-28 14:19:00+00:00,1.32261,1.32264,1.32259,1.32261
2025-11-28 14:20:00+00:00,1.32261,1.32275,1.32261,1.32271
2025-11-28 14:21:00+00:00,1.3227,1.32275,1.3227,1.32271
2025-11-28 14:22:00+00:00,1.32271,1.32275,1.32256,1.32258
2025-11-28 14:23:00+00:00,1.32258,1.32258,1.3222,1.3222
2025-11-28 14:24:00+00:00,1.3222,1.32235,1.32209,1.32213
2025-11-28 14:25:00+00:00,1.32213,1.3223,1.3221,1.32228
2025-11-28 14:26:00+00:00,1.32228,1.3226,1.32223,1.32223
2025-11-28 14:27:00+00:00,1.32223,1.32226,1.32183,1.32184
2025-11-28 14:28:00+00:00,1.32184,1.32191,1.32182,1.32185
2025-11-28 14:29:00+00:00,1.32185,1.32198,1.32163,1.32197
2025-11-28 14:30:00+00:00,1.32197,1.32205,1.32192,1.32192
2025-11-28 14:31:00+00:00,1.32192,1.32203,1.32189,1.32195
2025-11-28 14:32:00+00:00,1.32195,1.32199,1.32175,1.32198
2025-11-28 14:33:00+00:00,1.32197,1.32221,1.32195,1.32219
