timestamp,bid,ask
2025-11-27 15:01:29.879,0.652660,0.652730
2025-11-27 15:01:29.930,0.652640,0.652720
2025-11-27 15:01:30.033,0.652630,0.652720
2025-11-27 15:01:32.884,0.652630,0.652710
2025-11-27 15:01:33.797,0.652620,0.652730
2025-11-27 15:01:34.151,0.652640,0.652720
2025-11-27 15:01:35.606,0.652630,0.652740
2025-11-27 15:01:35.707,0.652650,0.652730
2025-11-27 15:01:35.937,0.652650,0.652740
2025-11-27 15:01:36.340,0.652660,0.652740
2025-11-27 15:01:37.094,0.652660,0.652750
2025-11-27 15:01:47.816,0.652660,0.652730
2025-11-27 15:01:48.119,0.652660,0.652740
2025-11-27 15:01:53.639,0.652690,0.652770
2025-11-27 15:01:53.740,0.652690,0.652780
2025-11-27 15:01:55.395,0.652710,0.652780
2025-11-27 15:02:00.838,0.652710,0.652770
2025-11-27 15:02:02.234,0.652680,0.652780
2025-11-27 15:02:02.285,0.652670,0.652750
2025-11-27 15:02:02.591,0.652670,0.652760
2025-11-27 15:02:02.694,0.652690,0.652770
2025-11-27 15:02:02.795,0.652690,0.652780
2025-11-27 15:02:08.043,0.652710,0.652780
2025-11-27 15:02:08.093,0.652710,0.652810
2025-11-27 15:02:08.144,0.652710,0.652830
2025-11-27 15:02:09.049,0.652740,0.652820
2025-11-27 15:02:09.100,0.652760,0.652840
2025-11-27 15:02:09.654,0.652760,0.652830
2025-11-27 15:02:09.857,0.652760,0.652850
2025-11-27 15:02:10.008,0.652760,0.652840
2025-11-27 15:02:12.496,0.652750,0.652820
2025-11-27 15:02:12.599,0.652740,0.652820
2025-11-27 15:02:12.753,0.652760,0.652830
2025-11-27 15:02:12.855,0.652760,0.652840
2025-11-27 15:02:15.672,0.652760,0.652850
2025-11-27 15:02:15.973,0.652760,0.652860
2025-11-27 15:02:16.273,0.652780,0.652860
2025-11-27 15:02:16.325,0.652790,0.652910
2025-11-27 15:02:16.426,0.652800,0.652890
2025-11-27 15:02:16.527,0.652800,0.652900
2025-11-27 15:02:29.193,0.652810,0.652900
2025-11-27 15:02:31.816,0.652810,0.652910
2025-11-27 15:02:44.587,0.652800,0.652910
2025-11-27 15:02:45.089,0.652800,0.652900
2025-11-27 15:02:45.240,0.652800,0.652910
2025-11-27 15:02:45.541,0.652800,0.652900
2025-11-27 15:02:50.739,0.652810,0.652910
2025-11-27 15:03:00.066,0.652800,0.652910
2025-11-27 15:03:00.420,0.652800,0.652900
2025-11-27 15:03:04.432,0.652790,0.652890
2025-11-27 15:03:04.556,0.652800,0.652900
2025-11-27 15:03:04.607,0.652820,0.652900
2025-11-27 15:03:04.822,0.652820,0.652910
2025-11-27 15:03:05.675,0.652830,0.652910
2025-11-27 15:03:05.977,0.652820,0.652940
2025-11-27 15:03:06.128,0.652840,0.652930
2025-11-27 15:03:06.832,0.652840,0.652910
2025-11-27 15:03:07.083,0.652840,0.652920
2025-11-27 15:03:07.284,0.652840,0.652930
2025-11-27 15:03:17.244,0.652860,0.652940
2025-11-27 15:03:18.651,0.652850,0.652940
2025-11-27 15:03:20.154,0.652850,0.652930
2025-11-27 15:03:20.657,0.652850,0.652940
2025-11-27 15:03:20.758,0.652850,0.652930
2025-11-27 15:03:21.186,0.652850,0.652940
2025-11-27 15:03:25.653,0.652840,0.652940
2025-11-27 15:03:30.358,0.652850,0.652940
2025-11-27 15:03:31.513,0.652850,0.652950
2025-11-27 15:03:42.899,0.652850,0.652940
2025-11-27 15:03:46.342,0.652850,0.652950
2025-11-27 15:03:49.464,0.652860,0.652930
2025-11-27 15:03:49.516,0.652850,0.652960
2025-11-27 15:03:53.890,0.652850,0.652950
2025-11-27 15:04:01.292,0.652860,0.652950
2025-11-27 15:04:09.440,0.652840,0.652930
2025-11-27 15:04:12.398,0.652840,0.652950
2025-11-27 15:04:12.498,0.652850,0.652950
2025-11-27 15:04:14.104,0.652860,0.652950
2025-11-27 15:04:14.255,0.652850,0.652970
2025-11-27 15:04:20.554,0.652860,0.652940
2025-11-27 15:04:29.812,0.652890,0.652970
2025-11-27 15:04:29.913,0.652910,0.652990
2025-11-27 15:04:38.557,0.652890,0.652970
2025-11-27 15:04:38.757,0.652880,0.652970
2025-11-27 15:04:40.106,0.652880,0.652950
2025-11-27 15:04:49.220,0.652880,0.652960
2025-11-27 15:04:49.372,0.652890,0.652970
2025-11-27 15:04:49.522,0.652900,0.652970
2025-11-27 15:04:49.623,0.652880,0.652980
2025-11-27 15:04:51.477,0.652890,0.652980
2025-11-27 15:04:51.579,0.652900,0.652980
2025-11-27 15:04:51.836,0.652900,0.652990
2025-11-27 15:04:56.829,0.652900,0.652980
2025-11-27 15:04:56.929,0.652890,0.652980
2025-11-27 15:04:57.082,0.652880,0.652980
2025-11-27 15:05:07.267,0.652880,0.652970
2025-11-27 15:05:07.470,0.652880,0.652980
2025-11-27 15:05:08.829,0.652900,0.652980
2025-11-27 15:05:08.930,0.652900,0.652990
2025-11-27 15:05:10.677,0.652900,0.652970
2025-11-27 15:05:12.785,0.652880,0.652960
2025-11-27 15:05:12.886,0.652880,0.652970
2025-11-27 15:05:25.486,0.652890,0.652970
2025-11-27 15:05:25.838,0.652880,0.652990
2025-11-27 15:05:28.846,0.652890,0.652970
2025-11-27 15:05:28.947,0.652870,0.652960
2025-11-27 15:05:29.048,0.652870,0.652970
2025-11-27 15:05:29.166,0.652900,0.652990
2025-11-27 15:05:45.081,0.652910,0.652990
2025-11-27 15:06:02.789,0.652890,0.652980
2025-11-27 15:06:02.890,0.652890,0.652970
2025-11-27 15:06:03.037,0.652880,0.652970
2025-11-27 15:06:04.193,0.652890,0.652970
2025-11-27 15:06:05.600,0.652870,0.652950
2025-11-27 15:06:05.802,0.652850,0.652950
2025-11-27 15:06:06.203,0.652860,0.652950
2025-11-27 15:06:07.021,0.652870,0.652950
2025-11-27 15:06:09.229,0.652870,0.652940
2025-11-27 15:06:13.995,0.652870,0.652960
2025-11-27 15:06:23.272,0.652850,0.652970
2025-11-27 15:06:31.719,0.652850,0.652960
2025-11-27 15:06:31.770,0.652850,0.652930
2025-11-27 15:06:32.841,0.652860,0.652930
2025-11-27 15:06:33.093,0.652850,0.652950
2025-11-27 15:06:37.709,0.652840,0.652950
2025-11-27 15:06:40.762,0.652870,0.652960
2025-11-27 15:06:40.813,0.652890,0.652980
2025-11-27 15:06:40.863,0.652900,0.653000
2025-11-27 15:06:41.065,0.652900,0.652990
2025-11-27 15:06:42.270,0.652880,0.652980
2025-11-27 15:06:42.371,0.652880,0.652970
2025-11-27 15:06:43.174,0.652870,0.652970
2025-11-27 15:06:45.280,0.652880,0.652970
2025-11-27 15:06:45.920,0.652880,0.652960
2025-11-27 15:06:46.978,0.652880,0.652980
2025-11-27 15:06:57.410,0.652890,0.652980
2025-11-27 15:07:00.824,0.652900,0.652990
2025-11-27 15:07:02.707,0.652890,0.652990
2025-11-27 15:07:13.256,0.652900,0.652990
2025-11-27 15:07:15.194,0.652890,0.652950
2025-11-27 15:07:15.248,0.652870,0.652960
2025-11-27 15:07:15.502,0.652860,0.652950
2025-11-27 15:07:21.701,0.652850,0.652940
2025-11-27 15:07:44.298,0.652850,0.652920
2025-11-27 15:07:44.399,0.652810,0.652890
2025-11-27 15:07:51.078,0.652800,0.652890
2025-11-27 15:07:52.474,0.652810,0.652890
2025-11-27 15:07:55.984,0.652790,0.652870
2025-11-27 15:07:56.086,0.652780,0.652870
2025-11-27 15:07:56.337,0.652760,0.652870
2025-11-27 15:07:56.437,0.652760,0.652850
2025-11-27 15:07:58.675,0.652760,0.652870
2025-11-27 15:07:58.876,0.652780,0.652860
2025-11-27 15:08:01.481,0.652770,0.652860
2025-11-27 15:08:01.632,0.652760,0.652860
2025-11-27 15:08:01.933,0.652760,0.652850
2025-11-27 15:08:02.034,0.652770,0.652860
2025-11-27 15:08:02.288,0.652780,0.652860
2025-11-27 15:08:03.639,0.652790,0.652870
2025-11-27 15:08:03.841,0.652780,0.652870
2025-11-27 15:08:21.706,0.652780,0.652860
2025-11-27 15:08:26.891,0.652780,0.652870
2025-11-27 15:08:32.634,0.652790,0.652870
2025-11-27 15:08:32.736,0.652780,0.652890
2025-11-27 15:08:33.890,0.652800,0.652880
2025-11-27 15:08:36.448,0.652790,0.652880
2025-11-27 15:08:39.120,0.652800,0.652880
2025-11-27 15:08:39.221,0.652830,0.652930
2025-11-27 15:08:39.322,0.652820,0.652910
2025-11-27 15:08:43.199,0.652810,0.652910
2025-11-27 15:08:45.811,0.652810,0.652900
2025-11-27 15:08:48.907,0.652820,0.652910
2025-11-27 15:08:48.960,0.652830,0.652930
2025-11-27 15:08:49.114,0.652850,0.652930
2025-11-27 15:08:49.316,0.652830,0.652930
2025-11-27 15:08:50.019,0.652830,0.652920
2025-11-27 15:08:53.319,0.652840,0.652920
2025-11-27 15:08:53.422,0.652850,0.652930
2025-11-27 15:09:10.627,0.652830,0.652900
2025-11-27 15:09:10.728,0.652830,0.652910
2025-11-27 15:09:10.829,0.652810,0.652910
2025-11-27 15:09:11.683,0.652800,0.652910
2025-11-27 15:09:12.234,0.652820,0.652890
2025-11-27 15:09:12.435,0.652800,0.652890
2025-11-27 15:09:34.729,0.652790,0.652910
2025-11-27 15:09:41.249,0.652820,0.652900
2025-11-27 15:09:41.351,0.652840,0.652930
2025-11-27 15:09:41.459,0.652850,0.652940
2025-11-27 15:09:44.602,0.652850,0.652960
2025-11-27 15:09:44.756,0.652870,0.652960
2025-11-27 15:09:44.858,0.652890,0.652980
2025-11-27 15:09:45.410,0.652890,0.652990
2025-11-27 15:09:45.510,0.652910,0.652990
2025-11-27 15:09:45.612,0.652910,0.653010
2025-11-27 15:09:50.100,0.652900,0.653010
2025-11-27 15:09:52.312,0.652930,0.653010
2025-11-27 15:09:53.616,0.652920,0.653010
2025-11-27 15:09:58.726,0.652910,0.653010
2025-11-27 15:10:00.430,0.652900,0.653010
2025-11-27 15:10:00.531,0.652900,0.653000
2025-11-27 15:10:03.911,0.652910,0.653000
2025-11-27 15:10:04.568,0.652910,0.653010
2025-11-27 15:10:04.719,0.652920,0.653010
2025-11-27 15:10:04.870,0.652930,0.653010
2025-11-27 15:10:15.088,0.652920,0.653000
2025-11-27 15:10:15.291,0.652910,0.653000
2025-11-27 15:10:23.715,0.652920,0.653000
2025-11-27 15:10:24.017,0.652930,0.653010
2025-11-27 15:10:26.905,0.652920,0.653010
2025-11-27 15:10:31.260,0.652900,0.653010
2025-11-27 15:10:31.410,0.652930,0.653010
2025-11-27 15:10:31.611,0.652920,0.653010
2025-11-27 15:10:40.024,0.652920,0.653000
2025-11-27 15:10:43.185,0.652930,0.653010
2025-11-27 15:10:46.319,0.652940,0.653020
2025-11-27 15:10:46.624,0.652940,0.653040
2025-11-27 15:10:50.134,0.652930,0.653020
2025-11-27 15:10:50.385,0.652930,0.653040
2025-11-27 15:10:58.781,0.652940,0.653040
2025-11-27 15:10:58.982,0.652950,0.653040
2025-11-27 15:10:59.084,0.652970,0.653060
2025-11-27 15:10:59.185,0.652970,0.653070
2025-11-27 15:10:59.387,0.652970,0.653080
2025-11-27 15:10:59.487,0.652980,0.653060
2025-11-27 15:10:59.588,0.652970,0.653060
2025-11-27 15:11:01.918,0.652980,0.653070
2025-11-27 15:11:02.020,0.652970,0.653060
2025-11-27 15:11:07.845,0.652980,0.653060
2025-11-27 15:11:07.945,0.652970,0.653060
2025-11-27 15:11:19.163,0.652950,0.653060
2025-11-27 15:11:20.289,0.652960,0.653070
2025-11-27 15:11:21.692,0.652960,0.653050
2025-11-27 15:11:38.863,0.652940,0.653020
2025-11-27 15:11:38.963,0.652930,0.653010
2025-11-27 15:11:44.766,0.652930,0.653020
2025-11-27 15:11:53.887,0.652940,0.653030
2025-11-27 15:11:53.988,0.652950,0.653040
2025-11-27 15:11:55.756,0.652940,0.653010
2025-11-27 15:11:55.910,0.652920,0.653020
2025-11-27 15:12:04.570,0.652920,0.653040
2025-11-27 15:12:04.723,0.652920,0.653030
2025-11-27 15:12:10.313,0.652930,0.653010
2025-11-27 15:12:11.567,0.652940,0.653030
2025-11-27 15:12:12.571,0.652940,0.653040
2025-11-27 15:12:16.525,0.652940,0.653050
2025-11-27 15:12:38.785,0.652940,0.653030
2025-11-27 15:12:38.988,0.652930,0.653030
2025-11-27 15:12:44.527,0.652920,0.653020
2025-11-27 15:12:44.629,0.652920,0.653010
2025-11-27 15:12:46.530,0.652920,0.653000
2025-11-27 15:12:51.497,0.652910,0.653020
2025-11-27 15:12:54.236,0.652930,0.653040
2025-11-27 15:12:54.391,0.652960,0.653040
2025-11-27 15:12:54.593,0.652970,0.653070
2025-11-27 15:12:57.348,0.652970,0.653060
2025-11-27 15:13:20.399,0.652980,0.653070
2025-11-27 15:13:20.500,0.653010,0.653080
2025-11-27 15:13:20.600,0.653010,0.653090
2025-11-27 15:13:21.021,0.653030,0.653110
2025-11-27 15:13:21.122,0.653030,0.653120
2025-11-27 15:13:21.427,0.653020,0.653110
2025-11-27 15:13:32.415,0.653030,0.653120
2025-11-27 15:13:33.068,0.653030,0.653110
2025-11-27 15:13:35.075,0.653020,0.653110
2025-11-27 15:13:35.175,0.653010,0.653090
2025-11-27 15:13:35.227,0.653000,0.653120
2025-11-27 15:13:35.328,0.653010,0.653100
2025-11-27 15:13:37.619,0.653010,0.653110
2025-11-27 15:13:44.529,0.653010,0.653100
2025-11-27 15:13:47.216,0.653020,0.653100
2025-11-27 15:13:49.044,0.653020,0.653110
2025-11-27 15:13:55.577,0.653020,0.653100
2025-11-27 15:14:00.247,0.653010,0.653120
2025-11-27 15:14:00.449,0.653010,0.653110
2025-11-27 15:14:01.454,0.653010,0.653100
2025-11-27 15:14:08.344,0.653010,0.653090
2025-11-27 15:14:08.494,0.653000,0.653110
2025-11-27 15:14:12.301,0.653000,0.653100
2025-11-27 15:14:23.863,0.653000,0.653090
2025-11-27 15:14:46.683,0.653030,0.653100
2025-11-27 15:14:50.120,0.653030,0.653130
2025-11-27 15:14:50.270,0.653050,0.653120
2025-11-27 15:14:50.370,0.653040,0.653140
2025-11-27 15:15:02.817,0.653040,0.653130
2025-11-27 15:15:04.328,0.653020,0.653130
2025-11-27 15:15:06.386,0.653040,0.653120
2025-11-27 15:15:08.777,0.653030,0.653150
2025-11-27 15:15:12.927,0.653040,0.653150
2025-11-27 15:15:13.179,0.653040,0.653140
2025-11-27 15:15:13.230,0.653030,0.653120
2025-11-27 15:15:17.533,0.653060,0.653140
2025-11-27 15:15:17.635,0.653070,0.653150
2025-11-27 15:15:17.737,0.653070,0.653160
2025-11-27 15:15:20.095,0.653060,0.653160
2025-11-27 15:15:23.898,0.653050,0.653160
2025-11-27 15:15:26.403,0.653060,0.653160
2025-11-27 15:15:29.250,0.653050,0.653160
2025-11-27 15:15:36.048,0.653040,0.653130
2025-11-27 15:15:36.098,0.653050,0.653150
2025-11-27 15:15:36.200,0.653060,0.653150
2025-11-27 15:15:40.068,0.653060,0.653140
2025-11-27 15:15:44.323,0.653050,0.653160
2025-11-27 15:15:45.679,0.653060,0.653160
2025-11-27 15:15:45.939,0.653060,0.653180
2025-11-27 15:15:46.394,0.653070,0.653180
2025-11-27 15:15:46.445,0.653090,0.653170
2025-11-27 15:15:46.549,0.653090,0.653200
2025-11-27 15:15:46.651,0.653100,0.653200
2025-11-27 15:15:48.470,0.653090,0.653200
2025-11-27 15:15:51.577,0.653070,0.653180
2025-11-27 15:15:51.727,0.653060,0.653160
2025-11-27 15:15:53.082,0.653060,0.653150
2025-11-27 15:15:53.182,0.653050,0.653170
2025-11-27 15:15:57.568,0.653050,0.653160
2025-11-27 15:16:09.682,0.653080,0.653170
2025-11-27 15:16:09.835,0.653080,0.653160
2025-11-27 15:16:11.845,0.653080,0.653150
2025-11-27 15:16:11.895,0.653080,0.653170
2025-11-27 15:16:12.652,0.653100,0.653180
2025-11-27 15:16:12.752,0.653100,0.653190
2025-11-27 15:16:23.325,0.653100,0.653180
2025-11-27 15:16:28.528,0.653100,0.653190
2025-11-27 15:16:28.628,0.653110,0.653190
2025-11-27 15:16:28.729,0.653110,0.653180
2025-11-27 15:16:32.556,0.653110,0.653190
2025-11-27 15:16:41.080,0.653110,0.653200
2025-11-27 15:16:41.182,0.653130,0.653210
2025-11-27 15:16:45.919,0.653140,0.653240
2025-11-27 15:16:59.406,0.653160,0.653230
2025-11-27 15:17:02.312,0.653160,0.653250
2025-11-27 15:17:08.758,0.653150,0.653270
2025-11-27 15:17:08.908,0.653160,0.653250
2025-11-27 15:17:14.446,0.653200,0.653290
2025-11-27 15:17:17.061,0.653190,0.653290
2025-11-27 15:17:20.497,0.653190,0.653270
2025-11-27 15:17:20.599,0.653180,0.653280
2025-11-27 15:17:20.700,0.653200,0.653280
2025-11-27 15:17:20.800,0.653200,0.653290
2025-11-27 15:17:25.588,0.653210,0.653300
2025-11-27 15:17:27.400,0.653200,0.653300
2025-11-27 15:17:27.702,0.653190,0.653300
2025-11-27 15:17:41.207,0.653190,0.653310
2025-11-27 15:17:41.316,0.653210,0.653300
2025-11-27 15:17:41.517,0.653210,0.653310
2025-11-27 15:17:41.720,0.653210,0.653300
2025-11-27 15:17:44.840,0.653200,0.653280
2025-11-27 15:17:44.941,0.653190,0.653280
2025-11-27 15:17:45.894,0.653180,0.653270
2025-11-27 15:17:51.190,0.653160,0.653280
2025-11-27 15:17:51.291,0.653190,0.653270
2025-11-27 15:17:51.497,0.653200,0.653280
2025-11-27 15:17:58.947,0.653200,0.653270
2025-11-27 15:18:09.555,0.653200,0.653280
2025-11-27 15:18:29.634,0.653190,0.653280
2025-11-27 15:18:29.737,0.653170,0.653280
2025-11-27 15:18:30.190,0.653170,0.653260
2025-11-27 15:18:30.944,0.653150,0.653270
2025-11-27 15:18:34.603,0.653170,0.653290
2025-11-27 15:18:34.704,0.653190,0.653280
2025-11-27 15:18:43.639,0.653190,0.653290
2025-11-27 15:18:45.134,0.653200,0.653290
2025-11-27 15:18:45.436,0.653200,0.653300
2025-11-27 15:18:48.244,0.653190,0.653300
2025-11-27 15:18:48.345,0.653190,0.653310
2025-11-27 15:18:48.496,0.653200,0.653290
2025-11-27 15:19:06.547,0.653200,0.653300
2025-11-27 15:19:08.654,0.653200,0.653290
2025-11-27 15:19:09.005,0.653190,0.653290
2025-11-27 15:19:13.672,0.653200,0.653290
2025-11-27 15:19:13.873,0.653190,0.653290
2025-11-27 15:19:17.115,0.653190,0.653280
2025-11-27 15:19:17.221,0.653180,0.653260
2025-11-27 15:19:17.322,0.653170,0.653260
2025-11-27 15:19:17.425,0.653150,0.653270
2025-11-27 15:19:17.627,0.653150,0.653260
2025-11-27 15:19:17.728,0.653170,0.653250
2025-11-27 15:19:18.984,0.653150,0.653270
2025-11-27 15:19:19.385,0.653160,0.653260
2025-11-27 15:19:21.392,0.653160,0.653270
2025-11-27 15:19:21.492,0.653190,0.653270
2025-11-27 15:19:21.543,0.653160,0.653280
2025-11-27 15:19:21.930,0.653170,0.653280
2025-11-27 15:19:22.031,0.653190,0.653280
2025-11-27 15:19:22.382,0.653200,0.653280
2025-11-27 15:19:29.522,0.653200,0.653270
