timestamp,bid,ask
2025-11-27 14:54:43.694,0.652630,0.652720
2025-11-27 14:54:43.995,0.652630,0.652730
2025-11-27 14:54:45.040,0.652620,0.652720
2025-11-27 14:54:46.147,0.652620,0.652710
2025-11-27 14:54:56.623,0.652630,0.652720
2025-11-27 14:54:57.376,0.652610,0.652720
2025-11-27 14:55:00.109,0.652610,0.652700
2025-11-27 14:55:00.761,0.652620,0.652680
2025-11-27 14:55:03.167,0.652600,0.652690
2025-11-27 14:55:08.166,0.652620,0.652680
2025-11-27 14:55:08.418,0.652620,0.652690
2025-11-27 14:55:12.017,0.652620,0.652680
2025-11-27 14:55:12.118,0.652610,0.652680
2025-11-27 14:55:12.527,0.652610,0.652700
2025-11-27 14:55:15.485,0.652600,0.652690
2025-11-27 14:55:25.371,0.652610,0.652690
2025-11-27 14:55:29.697,0.652610,0.652700
2025-11-27 14:55:30.813,0.652620,0.652730
2025-11-27 14:55:30.919,0.652620,0.652720
2025-11-27 14:55:31.021,0.652630,0.652700
2025-11-27 14:55:36.972,0.652620,0.652700
2025-11-27 14:55:42.201,0.652600,0.652690
2025-11-27 14:55:45.174,0.652600,0.652680
2025-11-27 14:55:45.577,0.652610,0.652680
2025-11-27 14:55:45.677,0.652590,0.652690
2025-11-27 14:55:47.034,0.652610,0.652690
2025-11-27 14:55:47.138,0.652600,0.652710
2025-11-27 14:55:49.447,0.652600,0.652700
2025-11-27 14:55:56.810,0.652600,0.652680
2025-11-27 14:56:00.971,0.652590,0.652670
2025-11-27 14:56:03.292,0.652580,0.652660
2025-11-27 14:56:03.444,0.652570,0.652650
2025-11-27 14:56:05.617,0.652580,0.652670
2025-11-27 14:56:05.717,0.652590,0.652660
2025-11-27 14:56:05.818,0.652580,0.652670
2025-11-27 14:56:06.525,0.652600,0.652680
2025-11-27 14:56:06.577,0.652600,0.652700
2025-11-27 14:56:06.679,0.652610,0.652710
2025-11-27 14:56:07.587,0.652610,0.652720
2025-11-27 14:56:08.644,0.652610,0.652710
2025-11-27 14:56:09.648,0.652600,0.652730
2025-11-27 14:56:11.051,0.652620,0.652730
2025-11-27 14:56:11.152,0.652640,0.652730
2025-11-27 14:56:13.362,0.652630,0.652730
2025-11-27 14:56:13.512,0.652630,0.652720
2025-11-27 14:56:18.955,0.652630,0.652730
2025-11-27 14:56:19.056,0.652640,0.652730
2025-11-27 14:56:19.160,0.652650,0.652740
2025-11-27 14:56:19.317,0.652650,0.652750
2025-11-27 14:56:19.419,0.652640,0.652750
2025-11-27 14:56:21.122,0.652650,0.652750
2025-11-27 14:56:22.726,0.652640,0.652720
2025-11-27 14:56:22.880,0.652620,0.652730
2025-11-27 14:56:23.081,0.652620,0.652720
2025-11-27 14:56:23.232,0.652620,0.652730
2025-11-27 14:56:26.918,0.652630,0.652710
2025-11-27 14:56:27.070,0.652610,0.652730
2025-11-27 14:56:33.120,0.652620,0.652720
2025-11-27 14:56:33.222,0.652630,0.652720
2025-11-27 14:56:33.376,0.652630,0.652710
2025-11-27 14:56:33.628,0.652640,0.652710
2025-11-27 14:56:34.279,0.652630,0.652720
2025-11-27 14:56:34.431,0.652620,0.652740
2025-11-27 14:56:34.781,0.652630,0.652700
2025-11-27 14:56:35.435,0.652630,0.652710
2025-11-27 14:56:36.089,0.652620,0.652740
2025-11-27 14:56:39.593,0.652630,0.652740
2025-11-27 14:56:40.497,0.652640,0.652740
2025-11-27 14:56:47.511,0.652630,0.652730
2025-11-27 14:56:47.611,0.652620,0.652730
2025-11-27 14:56:49.866,0.652630,0.652730
2025-11-27 14:56:49.936,0.652640,0.652730
2025-11-27 14:56:53.352,0.652640,0.652740
2025-11-27 14:56:53.504,0.652650,0.652750
2025-11-27 14:57:03.648,0.652660,0.652750
2025-11-27 14:57:03.750,0.652660,0.652760
2025-11-27 14:57:04.054,0.652680,0.652760
2025-11-27 14:57:04.205,0.652690,0.652770
2025-11-27 14:57:04.307,0.652680,0.652790
2025-11-27 14:57:10.696,0.652690,0.652770
2025-11-27 14:57:10.997,0.652660,0.652780
2025-11-27 14:57:11.098,0.652670,0.652760
2025-11-27 14:57:14.705,0.652660,0.652760
2025-11-27 14:57:18.919,0.652670,0.652760
2025-11-27 14:57:19.019,0.652680,0.652770
2025-11-27 14:57:19.120,0.652680,0.652790
2025-11-27 14:57:22.472,0.652710,0.652780
2025-11-27 14:57:22.575,0.652710,0.652790
2025-11-27 14:57:22.675,0.652700,0.652780
2025-11-27 14:57:37.367,0.652710,0.652790
2025-11-27 14:57:40.189,0.652710,0.652810
2025-11-27 14:57:43.835,0.652700,0.652810
2025-11-27 14:57:43.949,0.652700,0.652800
2025-11-27 14:57:44.052,0.652690,0.652800
2025-11-27 14:57:48.561,0.652710,0.652810
2025-11-27 14:57:51.534,0.652720,0.652790
2025-11-27 14:57:52.593,0.652720,0.652780
2025-11-27 14:57:53.705,0.652700,0.652780
2025-11-27 14:57:58.959,0.652700,0.652770
2025-11-27 14:58:00.566,0.652700,0.652760
2025-11-27 14:58:03.752,0.652700,0.652770
2025-11-27 14:58:04.218,0.652700,0.652790
2025-11-27 14:58:40.722,0.652700,0.652780
2025-11-27 14:58:43.979,0.652680,0.652750
2025-11-27 14:58:52.056,0.652670,0.652760
2025-11-27 14:59:00.369,0.652650,0.652760
2025-11-27 14:59:02.543,0.652670,0.652760
2025-11-27 14:59:03.996,0.652660,0.652750
2025-11-27 14:59:06.857,0.652670,0.652760
2025-11-27 14:59:07.866,0.652670,0.652780
2025-11-27 14:59:14.877,0.652690,0.652770
2025-11-27 14:59:16.132,0.652690,0.652760
2025-11-27 14:59:19.767,0.652690,0.652770
2025-11-27 14:59:19.869,0.652690,0.652800
2025-11-27 14:59:20.021,0.652700,0.652800
2025-11-27 14:59:20.072,0.652690,0.652800
2025-11-27 14:59:20.870,0.652700,0.652780
2025-11-27 14:59:21.773,0.652680,0.652780
2025-11-27 14:59:24.080,0.652680,0.652770
2025-11-27 14:59:27.781,0.652660,0.652770
2025-11-27 14:59:27.882,0.652670,0.652770
2025-11-27 14:59:28.033,0.652680,0.652770
2025-11-27 14:59:32.592,0.652690,0.652770
2025-11-27 14:59:40.746,0.652690,0.652780
2025-11-27 14:59:40.847,0.652700,0.652780
2025-11-27 14:59:42.654,0.652690,0.652770
2025-11-27 14:59:45.936,0.652700,0.652780
2025-11-27 14:59:56.329,0.652700,0.652770
2025-11-27 14:59:56.430,0.652680,0.652770
2025-11-27 14:59:56.532,0.652680,0.652750
2025-11-27 14:59:56.635,0.652670,0.652750
2025-11-27 14:59:57.088,0.652670,0.652760
2025-11-27 14:59:57.188,0.652670,0.652770
2025-11-27 14:59:59.346,0.652690,0.652780
2025-11-27 14:59:59.548,0.652690,0.652770
2025-11-27 15:00:00.101,0.652680,0.652760
2025-11-27 15:00:00.303,0.652680,0.652750
2025-11-27 15:00:00.404,0.652660,0.652760
2025-11-27 15:00:02.175,0.652660,0.652750
2025-11-27 15:00:03.808,0.652670,0.652750
2025-11-27 15:00:05.575,0.652670,0.652760
2025-11-27 15:00:05.676,0.652670,0.652770
2025-11-27 15:00:05.980,0.652690,0.652770
2025-11-27 15:00:06.232,0.652680,0.652790
2025-11-27 15:00:07.336,0.652690,0.652770
2025-11-27 15:00:09.963,0.652670,0.652740
2025-11-27 15:00:12.083,0.652680,0.652760
2025-11-27 15:00:20.254,0.652670,0.652750
2025-11-27 15:00:21.055,0.652680,0.652750
2025-11-27 15:00:21.156,0.652670,0.652770
2025-11-27 15:00:21.257,0.652680,0.652770
2025-11-27 15:00:21.759,0.652680,0.652760
2025-11-27 15:00:32.614,0.652690,0.652770
2025-11-27 15:00:32.766,0.652670,0.652770
2025-11-27 15:00:33.721,0.652670,0.652750
2025-11-27 15:00:33.922,0.652670,0.652760
2025-11-27 15:00:35.125,0.652660,0.652750
2025-11-27 15:00:36.878,0.652650,0.652770
2025-11-27 15:00:41.226,0.652660,0.652770
2025-11-27 15:00:42.286,0.652680,0.652760
2025-11-27 15:00:42.387,0.652690,0.652770
2025-11-27 15:00:47.145,0.652690,0.652760
2025-11-27 15:00:48.499,0.652660,0.652770
2025-11-27 15:00:51.306,0.652650,0.652760
2025-11-27 15:00:56.603,0.652670,0.652760
2025-11-27 15:00:56.754,0.652670,0.652750
2025-11-27 15:01:02.011,0.652660,0.652740
2025-11-27 15:01:13.962,0.652660,0.652760
2025-11-27 15:01:14.920,0.652660,0.652750
2025-11-27 15:01:19.083,0.652650,0.652770
2025-11-27 15:01:24.038,0.652660,0.652760
2025-11-27 15:01:26.442,0.652650,0.652760
2025-11-27 15:01:26.692,0.652660,0.652760
2025-11-27 15:01:29.777,0.652660,0.652750
