timestamp,open,high,low,close,volume
2025-11-27 00:00:00+00:00,0.6523,0.65246,0.65227,0.6524,70.1500004529953
2025-11-27 00:01:00+00:00,0.65241,0.65244,0.6524,0.65243,27.429999828338623
2025-11-27 00:02:00+00:00,0.65244,0.65259,0.65244,0.6525,56.28000020980835
2025-11-27 00:03:00+00:00,0.65249,0.65251,0.65241,0.6525,54.46000027656555
2025-11-27 00:04:00+00:00,0.65253,0.65259,0.65253,0.65258,32.62000012397766
2025-11-27 00:05:00+00:00,0.65255,0.65257,0.65251,0.65254,39.87000036239624
2025-11-27 00:06:00+00:00,0.65254,0.65255,0.65252,0.65254,32.38000011444092
2025-11-27 00:07:00+00:00,0.65255,0.65256,0.65249,0.65252,69.07000041007996
2025-11-27 00:08:00+00:00,0.6525,0.65254,0.65247,0.65248,50.94000041484833
2025-11-27 00:09:00+00:00,0.65246,0.65251,0.65241,0.65248,39.43000042438507
2025-11-27 00:10:00+00:00,0.65249,0.65251,0.65247,0.65251,7.200000286102295
2025-11-27 00:11:00+00:00,0.6525,0.6525,0.65246,0.6525,12.490000247955322
2025-11-27 00:12:00+00:00,0.65249,0.65249,0.65239,0.65241,27.81000065803528
2025-11-27 00:13:00+00:00,0.65238,0.65239,0.65231,0.65231,20.850000381469727
2025-11-27 00:14:00+00:00,0.65234,0.65236,0.65232,0.65236,20.369999885559082
2025-11-27 00:15:00+00:00,0.65235,0.65236,0.65234,0.65235,21.00000035762787
2025-11-27 00:16:00+00:00,0.65234,0.65239,0.65228,0.65238,47.18000030517578
2025-11-27 00:17:00+00:00,0.65238,0.65241,0.65238,0.6524,5.490000128746033
2025-11-27 00:18:00+00:00,0.65235,0.6524,0.65235,0.65237,26.820000290870667
2025-11-27 00:19:00+00:00,0.65234,0.65234,0.6523,0.65231,8.820000171661377
2025-11-27 00:20:00+00:00,0.65232,0.65232,0.65226,0.65229,50.670000433921814
2025-11-27 00:21:00+00:00,0.6523,0.65237,0.6523,0.65235,11.400000095367432
2025-11-27 00:22:00+00:00,0.65235,0.65237,0.65235,0.65237,6.6000001430511475
2025-11-27 00:23:00+00:00,0.65237,0.65237,0.6523,0.6523,11.31000030040741
2025-11-27 00:24:00+00:00,0.65231,0.65231,0.6523,0.6523,3.6000001430511475
2025-11-27 00:25:00+00:00,0.65228,0.6523,0.65228,0.6523,2.4000000953674316
2025-11-27 00:26:00+00:00,0.65234,0.65237,0.65234,0.65237,4.200000047683716
2025-11-27 00:27:00+00:00,0.65239,0.65244,0.65239,0.65241,7.800000190734863
2025-11-27 00:28:00+00:00,0.65244,0.65245,0.65244,0.65245,2.4000000953674316
2025-11-27 00:29:00+00:00,0.65246,0.65251,0.65246,0.6525,33.85000002384186
2025-11-27 00:30:00+00:00,0.65253,0.65261,0.65253,0.65259,19.020000219345093
2025-11-27 00:31:00+00:00,0.65259,0.65259,0.65257,0.65257,5.1000001430511475
2025-11-27 00:32:00+00:00,0.65256,0.65256,0.65254,0.65255,7.620000123977661
2025-11-27 00:33:00+00:00,0.65255,0.65255,0.65252,0.65254,22.440000772476196
2025-11-27 00:34:00+00:00,0.65252,0.65253,0.65247,0.65247,31.110000014305115
2025-11-27 00:35:00+00:00,0.65248,0.65252,0.65245,0.65247,18.570000290870667
2025-11-27 00:36:00+00:00,0.65246,0.65247,0.65243,0.65246,68.40000069141388
2025-11-27 00:37:00+00:00,0.65244,0.65245,0.65238,0.65239,66.41000044345856
2025-11-27 00:38:00+00:00,0.6524,0.6524,0.65238,0.65238,19.800000429153442
2025-11-27 00:39:00+00:00,0.65238,0.6524,0.65238,0.6524,7.020000219345093
2025-11-27 00:40:00+00:00,0.65239,0.65255,0.65238,0.65251,67.74000060558319
2025-11-27 00:41:00+00:00,0.6525,0.65251,0.65238,0.6524,30.580000400543213
2025-11-27 00:42:00+00:00,0.6524,0.6524,0.65229,0.65231,35.68000054359436
2025-11-27 00:43:00+00:00,0.65232,0.65232,0.65229,0.65229,13.680000305175781
2025-11-27 00:44:00+00:00,0.6523,0.6523,0.65228,0.65229,19.800000309944153
2025-11-27 00:45:00+00:00,0.65229,0.65237,0.65227,0.65236,33.03000032901764
2025-11-27 00:46:00+00:00,0.65235,0.65246,0.65235,0.65246,34.44000053405762
2025-11-27 00:47:00+00:00,0.65245,0.65245,0.6524,0.6524,21.600000262260437
2025-11-27 00:48:00+00:00,0.65242,0.65244,0.65241,0.65242,23.549999833106995
2025-11-27 00:49:00+00:00,0.65242,0.65247,0.65242,0.65247,7.800000190734863
2025-11-27 00:50:00+00:00,0.65249,0.65251,0.65247,0.65248,24.119999885559082
2025-11-27 00:51:00+00:00,0.65249,0.65249,0.6524,0.65241,23.940000414848328
2025-11-27 00:52:00+00:00,0.65241,0.65243,0.65235,0.65242,40.35000026226044
2025-11-27 00:53:00+00:00,0.65241,0.65254,0.6524,0.65253,31.920000433921814
2025-11-27 00:54:00+00:00,0.65252,0.65259,0.65251,0.65257,32.470000863075256
2025-11-27 00:55:00+00:00,0.65255,0.65259,0.65253,0.65258,28.200000286102295
2025-11-27 00:56:00+00:00,0.65261,0.65262,0.65259,0.6526,10.5
2025-11-27 00:57:00+00:00,0.65263,0.65266,0.65256,0.65256,42.22000074386597
2025-11-27 00:58:00+00:00,0.65256,0.65263,0.65256,0.65263,34.65000009536743
2025-11-27 00:59:00+00:00,0.65262,0.65263,0.65253,0.65255,59.56000101566315
2025-11-27 01:00:00+00:00,0.65259,0.65261,0.65253,0.65259,52.65000057220459
2025-11-27 01:01:00+00:00,0.6526,0.65269,0.6526,0.65265,33.35000026226044
2025-11-27 01:02:00+00:00,0.65265,0.65293,0.65264,0.65283,58.7300009727478
2025-11-27 01:03:00+00:00,0.65284,0.6529,0.6528,0.65284,51.54000127315521
2025-11-27 01:04:00+00:00,0.65284,0.65286,0.65279,0.65284,45.72000062465668
2025-11-27 01:05:00+00:00,0.65286,0.65288,0.6528,0.6528,39.78000092506409
2025-11-27 01:06:00+00:00,0.6528,0.65285,0.65272,0.65283,28.880000591278076
2025-11-27 01:07:00+00:00,0.65281,0.65294,0.65279,0.65293,59.38000190258026
2025-11-27 01:08:00+00:00,0.65293,0.65293,0.65286,0.65286,45.42000102996826
2025-11-27 01:09:00+00:00,0.65287,0.65291,0.65285,0.65285,40.24000036716461
2025-11-27 01:10:00+00:00,0.65286,0.65286,0.65277,0.65279,76.46000134944916
2025-11-27 01:11:00+00:00,0.6528,0.65289,0.65278,0.65289,38.700000286102295
2025-11-27 01:12:00+00:00,0.6529,0.6529,0.6528,0.65286,39.600000619888306
2025-11-27 01:13:00+00:00,0.65284,0.65286,0.65282,0.65284,56.63000047206879
2025-11-27 01:14:00+00:00,0.65284,0.65286,0.65278,0.65285,56.40000104904175
2025-11-27 01:15:00+00:00,0.65285,0.65285,0.65263,0.65264,59.820001006126404
2025-11-27 01:16:00+00:00,0.65263,0.65271,0.6526,0.65261,55.50000059604645
2025-11-27 01:17:00+00:00,0.65259,0.6526,0.6525,0.65255,37.32000124454498
2025-11-27 01:18:00+00:00,0.65257,0.65262,0.65252,0.65252,22.84000051021576
2025-11-27 01:19:00+00:00,0.65251,0.65252,0.65247,0.65251,15.590000629425049
2025-11-27 01:20:00+00:00,0.65253,0.65261,0.65246,0.65259,99.18000066280365
2025-11-27 01:21:00+00:00,0.65259,0.65264,0.65255,0.65262,44.67000067234039
2025-11-27 01:22:00+00:00,0.6526,0.65262,0.65258,0.65261,25.800000429153442
2025-11-27 01:23:00+00:00,0.65259,0.65269,0.65255,0.65267,31.320000886917114
2025-11-27 01:24:00+00:00,0.65265,0.65271,0.65255,0.6526,42.160000801086426
2025-11-27 01:25:00+00:00,0.6526,0.65275,0.6526,0.6527,33.75000035762787
2025-11-27 01:26:00+00:00,0.65269,0.65286,0.65269,0.65286,37.47000014781952
2025-11-27 01:27:00+00:00,0.65286,0.65287,0.6528,0.65285,55.83000063896179
2025-11-27 01:28:00+00:00,0.65287,0.65287,0.65282,0.65283,36.52000021934509
2025-11-27 01:29:00+00:00,0.65285,0.65295,0.65283,0.65292,45.390000104904175
2025-11-27 01:30:00+00:00,0.65293,0.65293,0.65265,0.65274,100.08000099658966
2025-11-27 01:31:00+00:00,0.65273,0.65275,0.6526,0.65267,71.60000050067902
2025-11-27 01:32:00+00:00,0.65269,0.65276,0.65264,0.65266,89.0700011253357
2025-11-27 01:33:00+00:00,0.65265,0.65272,0.65264,0.65266,40.21000099182129
2025-11-27 01:34:00+00:00,0.65268,0.65276,0.65265,0.65267,78.72000098228455
2025-11-27 01:35:00+00:00,0.65266,0.65285,0.65266,0.65282,66.54000091552734
2025-11-27 01:36:00+00:00,0.65282,0.6529,0.65282,0.65284,44.040000438690186
2025-11-27 01:37:00+00:00,0.65284,0.65287,0.65276,0.65276,64.44000160694122
2025-11-27 01:38:00+00:00,0.65276,0.65276,0.65253,0.65253,108.54000163078308
2025-11-27 01:39:00+00:00,0.65254,0.65268,0.65254,0.65256,59.760000824928284
2025-11-27 01:40:00+00:00,0.65258,0.65277,0.65257,0.65272,61.62000131607056
2025-11-27 01:41:00+00:00,0.65267,0.65268,0.65261,0.65262,68.68000018596649
2025-11-27 01:42:00+00:00,0.65262,0.65262,0.65258,0.6526,33.90000104904175
2025-11-27 01:43:00+00:00,0.6526,0.65264,0.65255,0.65262,61.8300005197525
2025-11-27 01:44:00+00:00,0.65263,0.6527,0.65255,0.65258,87.84000194072723
2025-11-27 01:45:00+00:00,0.65259,0.65277,0.65259,0.65275,62.160001277923584
2025-11-27 01:46:00+00:00,0.65275,0.65283,0.65275,0.65281,64.32000064849854
2025-11-27 01:47:00+00:00,0.65281,0.65285,0.6528,0.6528,71.66000127792358
2025-11-27 01:48:00+00:00,0.65281,0.65287,0.65279,0.65287,30.90000081062317
2025-11-27 01:49:00+00:00,0.65287,0.6529,0.65278,0.65288,132.74000239372253
2025-11-27 01:50:00+00:00,0.65289,0.65289,0.6528,0.65284,127.92000234127045
2025-11-27 01:51:00+00:00,0.65284,0.65288,0.65281,0.65285,77.40000128746033
2025-11-27 01:52:00+00:00,0.65284,0.65286,0.65277,0.65285,67.30000102519989
2025-11-27 01:53:00+00:00,0.65284,0.65286,0.6528,0.65284,51.52000069618225
2025-11-27 01:54:00+00:00,0.65284,0.65296,0.65284,0.65294,40.65000057220459
2025-11-27 01:55:00+00:00,0.65295,0.6531,0.65295,0.65308,41.40000033378601
2025-11-27 01:56:00+00:00,0.65307,0.6531,0.65304,0.65305,40.299999952316284
2025-11-27 01:57:00+00:00,0.65304,0.65304,0.65294,0.653,86.87999939918518
2025-11-27 01:58:00+00:00,0.65301,0.65302,0.65295,0.65302,98.65000092983246
2025-11-27 01:59:00+00:00,0.653,0.6531,0.653,0.65309,72.7400004863739
